sample_id,smiles,is_valid,is_unique,in_training_set
222,[*]O[Si](C)(=O)/N=C(\CCCCC)c1ccc(Oc2ccc([Si]([*])(C)C#N)cc2)cc1,True,True,False
223,[*]CC(=[*])c1cc(CCCCCCCCC)c(/N=C/c2ccc(C#Cc3ccccc3OC)cc2)c(C)c1,True,True,False
224,[*]CC([*])(C)C(=O)Oc1ccc(C(CCCCN)OCOc2ccc(/N=N/c3ccc(C(=O)O)cc3)cc2)cc1,True,True,False
225,[*]CCCC(=O)Nc1cccc(C(=O)c2ccc(N([*])COc3ccccc3C(=O)O[Na])cc2)c1,True,True,False
226,[*]OC(=O)NCc1ccc([*])c(CSC(=O)c2ccc(OCCCC)cc2)c1,True,True,False
227,[*]CCC(=O)ON([*])c1ccc(C#CS(=O)(=O)CC)cc1,True,True,False
228,[*]CC(=O)OCCCCCCc1ccc(CNC(=O)c2ccccc2C(F)(F)C(F)(F)C([*])=O)cc1,True,True,False
229,[*]CC([*])(C)C(=O)Cc1ccc(CCCCCOc2ccccc2)c(C(=O)OC)c1,True,True,False
230,[*]Oc1ccccc1OC(=O)NCCCCCCOc1ccc(/N=C/c2ccc(/C=C(/[*])CCCCCC)cc2)c(C)c1,True,True,False
231,[*]CC(C)C(=O)[Ge]CCCCC=C[*],True,True,False
232,[*]C(=O)Oc1ccc(/N=C/c2ccc(OC([*])(C)C[N+])cc2)cc1,True,True,False
233,[*]C(=O)c1cc(O[*])c(OCCCCOc2ccc3ccccc3[N+]2)cc1,False,True,False
234,[*]c1ccc(NC(=O)c2ccccc2C(=O)Oc2ccc3c(c2)C(=O)OC([*])(C)C4=O)cc1,False,True,False
235,[*]CCCN(C)C(=O)CCCCCCCCCC(=O)Oc1ccc(C(=O)Nc2ccc(OCCCOC([*])=O)cc2)cc1,True,True,False
236,[*]CC([*])=NC(CCCCC(=O)Nc1ccc(/N=N/c2ccccc2)cc1)c1ccc(COCCOCCOC(C)=O)cc1,True,True,False
237,[*]C=C(CC=[*])CCCCCOC(=O)CCCCCCCO,True,True,False
238,[*]/C=C/c1ccc(OC(=O)c2ccc(NCCCCC(=O)Nc3cccc(C([*])=O)c3)cc2)cc1,True,True,False
239,[*]CCCCCCCCCCNC(=O)c1ccc2cc(S(=O)(=O)CCCCCC(C)=C(C#N)CNc3cccc(-c4ccc(C[*])cc4C)c3)ccc2c1,True,True,False
240,[*]CCN(CCOC(=O)c1ccc(Nc2ccc(NC([*])=O)cc2)c(OCCCCCCCCC)c1,False,True,False
241,[*]N=P([*])(Cc1ccccc1)CC(F)(F)C(F)(F)C(F)(F)F,True,True,False
242,[*]OC([*])C(=O)NC=C(C)c1cccc(S(=O)(=O)O)c1,True,True,False
243,[*]CC([*])(C)C(=O)OCCCCCCN1C(=O)c2ccc(OC(CC)=O)cc2C1c1ccc(-c2ccc([N+](=O)[O-])cc2OC)cc1,True,True,False
244,[*]Oc1ccc(Oc2ccc(NC(=O)c3cc(F)cc([*])c3C)cc2)cc1,True,True,False
245,[*]CC([*])c1ccc(S(=O)(=O)O[Si](C)(C)c2ccc(C(Cl)(F)F)c(N)c2)cc1,True,True,False
246,[*]CC(=[*])CCCCCCC[N+](C)(C)C(=O)OC,True,True,False
247,[*]CCCCCCCCSSC(=O)Nc1ccc(OCCCCOC(=O)c2ccc(N)cc2)c([*])c1,True,True,False
248,[*]CC=CC[Se]CC(C)C[*],True,True,False
249,[*]CC([*])c1ccc(OCCCCCCCCC)cc1-c1ccc(/C=N/c2ccc(CC(C)C)cc2)cc1,True,True,False
250,[*]Oc1ccc(OCCCCCOc2ccc(OC(=O)SC(=O)c3ccc4c(c3)C(=O)N(c3ccc(O[*])c(OCC(C)=O)c3)C4=O)cc2)cc1,True,True,False
251,[*]COCC([*])c1ccc(C(=O)OCCCN(C)CC)cc1OC(=O)c1ccc(C)cc1,True,True,False
252,[*]CC([*])(C)C(=O)OCCOC(=O)/C(F)=C/c1ccc2cc(F)c(OC)cc1[SH](C)(C)C(=O)O,False,True,False
253,[*]Cc1ccc2ccccc1C(=O)NCC1CC(NC(=O)C(=O)OCCOCCOC([*])=O)C=CC=C2CC1,False,True,False
254,[*]CCCCCCCCCNC(=O)C(C(=O)N[*])c1ccc2ccccc2c1,True,True,False
255,[*]Oc1ccc2c(c1)C(=O)N(c1ccc(OC(=O)c3cc(C([*])=O)cc3Cl)c(OCCCCCCC)c1)OC(C)=O,False,True,False
256,[*]OC=C([*])c1ccc(OC)c(CC(C)C)c1,True,True,False
257,[*]CC(CCC)C(Oc1ccc(C(C)(C)c2ccc(OCC([*])OC)cc2)c(C)c1)C(=O)O,True,True,False
258,[*]CC([*])(CCc1ccc(OCC(F)C(F)(F)F)cc1)C(=O)c1c(C)cccc1Cl,True,True,False
259,[*]CC([*])OC(=O)CCCCCC(=O)Oc1ccc(NC(=O)c2ccc3c(c2)C(=O)NCCN2C(=O)C1,False,True,False
260,[*]Cc1ccc(NC(=O)OCCCCCCCN2C(=O)c3ccc([*])cc3)cc2)c(CC)c1,False,True,False
261,[*][Se]c1cccc(C=Cc2ccc([*])cc2OCCCCCCCCC)c1,True,True,False
262,[*]CCCOc1ccc(CCCCCC)c(NC(=O)c2ccc(-c3ccc(CCCO[*])cc3C)cc2)c1,True,True,False
263,[*]CCCCCCCCOc1ccc(C(=O)NC(=O)c2cc(OCC(F)C(=O)O[*])ccc2F)cc1,True,True,False
264,[*]NC(=O)/C=C/C(=O)OCCCCCCOc1ccc2c(c1)C(=O)N(C)CCCCCOc1ccc(C([*])=O)cc1,False,True,False
265,[*]/C(C)=C(\C#N)C(=O)CCCCC(=O)NC(C)(C)C([*])=O,True,True,False
266,[*]CC(CCCC(=O)Nc1cccc(C(=O)c2ccc(C(=O)c3ccc(C([*])=O)cc3)cc2)c1)C(O)CSCCOC,True,True,False
267,[*]CCCCCCCOC(=O)c1cc(OC)c(-c2ccc(C(=O)OCCN([*])C)cc2C)c(OCCCCC)c1C,True,True,False
268,[*]CCCCCCCCCOc1ccc(S(=O)(=O)CCCCCCCCCC(F)(F)F)cc1OCCOc1ccc(C([*])=O)cc1,True,True,False
269,[*]Oc1nnc(NC(=O)c2ccc(Oc3ccc(C([*])=S)cc3)cc2)cc1S(=O)(=O)O,True,True,False
270,[*]Nc1ccc(C(=O)OCCCCCCOC(=O)Nc2ccc(-c3ccc([Si]([*])(C)CCCc4ccc(C#C)cc4)cc3)cc2)cc1,True,True,False
271,[*]Oc1ccc(CCCCCCCc2cccc(-c3ccc([*])cc3C(=O)OC)c2)cc1,True,True,False
272,[*]C(=O)Nc1ccc(CCCCCCNC(=O)c2ccc(OC([*])=S)cc2Oc2ccc(CO)cc2)cc1,True,True,False
273,[*]CCC(=O)Oc1ccc(NC(=O)c2cc(OCCCCCCCCC(=O)OC)cc([*])c2)cc1-c1ccc(C)cc1,True,True,False
274,[*]CCOC(=O)Cc1ccc(OCC(CO[*])OCCCOC)c(O)c1,True,True,False
275,[*]/C=C(/[*])c1ccc(Oc2ccc([Si](C)(C)c3ccccc3)s2)cc1,True,True,False
276,[*]CC(=O)c1cc(OCCCCCC)c(NC([*])=O)c1OCC(F)(F)F,False,True,False
277,[*]C=C(CCCC)N([*])c1ccc(OC(C)=O)cc1,True,True,False
278,[*]Oc1ccc(Oc2ccc(NC(=O)c3cc(F)c([*])c(Br)c3)cc2-c2ccccc2CCCC(F)(F)F)cc1,True,True,False
279,[*]CC([*])c1ccc(C(=O)Oc2ccc(C(C)(C)C3C(=O)c4ccccc4)cc2)cc1,False,True,False
280,[*]C([*])(C(=O)OCCCCCC)c1ccc(/C=C/c2ccc(C3(CCCCCC)C(=O)c4ccccc4C3)cc2)cc1,True,True,False
281,[*]C(=O)Oc1ccc(NC(=O)c2ccc3c(ccccc3)C(=O)NCCc2ccc([*])cc2)cc1,False,True,False
282,[*]C(C)C(=O)Oc1ccc(OCC[Si](C)(C)c2ccccc2Oc2ccc(NC(=O)c3ccc([*])cc3)cc2)cc1,True,True,False
283,[*]CC([*])c1ccc(NCC(C)CCOC(=O)S(=O)(=O)F)cc1,True,True,False
284,[*]CCC([*])C(=O)NCCCCCCCN(Cl)c1ccc([N+](=O)[O-])cc1,True,True,False
285,[*]NC(=O)OCCCCCN[PH](C)(=O)c1cc(/C=C/C(=O)Nc2ccc([*])cc2)ccc1NC(C)C(C)=O,True,True,False
286,[*]N1CCN(C(=O)Oc2ccc(C(c3ccc(OCCCC([*])(C(F)(F)F)F)cc3)S(=O)(=O)O)c3ccc(C=C)cc3)cc2)C(=O)N(CC)C1,False,True,False
287,[*]NC([2H])C(=O)Nc1ccc(C(O)CN2CCC(NC([*])=O)CC2)cc1,True,True,False
288,[*]CCC(CC)c1ccc(S(=O)(=O)CCCCCCCO[*])cc1,True,True,False
289,[*]CNC(=O)C(C)(C(=O)NCCCC)c1ccc([Si](C)(C)NC([*])=O)cc1,True,True,False
290,[*]C(=O)Oc1ccc(C(C)(C)CCCCOC(=O)c2ccc(N3C(=O)c4ccc(C([*])=O)cc4C3=O)cc2)cc1,True,True,False
291,[*]CC(CCCNC(=O)CC(=O)O[*])c1ccc(OC)cc1,True,True,False
292,[*]C=C[Si]([*])(C)Oc1ccc(-c2ccc(CCCCCO)cc2)o1,True,True,False
293,[*]c1ccc(Oc2ccc(C(=O)c3ccc(OCCCCCC)cc3)cc2[Si]([*])(C)C)cc1,True,True,False
294,[*]/C=C(/[*])CCCCCCOC(=O)OCCC,True,True,False
295,[*]Oc1ccc(C(=O)c2ccc(NCCC[*])cc2)cc1,True,True,False
296,[*]C(=O)c1ccccc1CCCOc1ccc(C(=O)NC([*])=O)c(S(C)(=O)O)c1,True,True,False
297,[*]/C=C/C(=O)OCCCCCCN([*])C(=O)C[Si](C)(C)CCOCC,True,True,False
298,[*]C(c1ccc(CC(O)CO)cc1)(C([*])([2H])(F)F)C(F)(F)F,False,True,False
299,[*]Cc1ccc(/C=C/c2ccc(OCCCCCC)cc2)cc1[*],True,True,False
300,[*]CCc1ccc(C(=O)C(C)CCCOC([*])=O)c(S(=O)(=O)OC)c1,True,True,False
301,[*]Nc1ccc(S(=O)(=O)c2ccc(Oc3ccc(Nc4ccc(C([*])=O)cc4)c(C)c3)cc2)cc1-c1ccc(N(C)C)cc1,True,True,False
302,[*]NCC(C)c1ccc(C(=O)OC(C)C([*])c2cc(S(=O)(=O)OCC(C)CC)cc2)c(F)c1,False,True,False
303,[*][Si]([*])(C)c1ccc(N(C(C)C)N(C)C)cc1,True,True,False
304,[*]CC(C(=O)CCCCCCC)C(=O)NCC(F)(F)C(F)(F)C(F)(F)C(=O)NCC(C)(C)COC([*])=O,True,True,False
305,[*]Cc1ccc(OC(=O)CSN2CC([*])CC2=O)cc1,True,True,False
306,[*]CCOC(=O)CCCCCCCc1ccc(C(=O)O[*])cc1,True,True,False
307,[*]Nc1ccc(C(=O)c2cccc(OCCCCCCCCS[Si]([*])=O)c2)cc1,True,True,False
308,[*]CCc1ccc(OC(=O)CCCCc2ccc(/C=C/C(=O)C(=O)N[*])cc2)cc1,True,True,False
309,[*]N=Nc1cc(C)c(C([*])(C)OCCCOc2ccc(OCC(C#N)CO)cc2)cc1,True,True,False
310,[*]C(=O)c1ccc2c(c1)C(=O)Oc1ccc([Si]([*])(CCCC)C(C)C)cc1,False,True,False
311,[*]NC(=O)c1cc(Cl)c(Cc2ccc(NC([*])=O)cc2)c(SCCCC[Si](C)(C)C)c1,True,True,False
312,[*]CCC(=O)Nc1ccc(SCCN2C(=O)CCCCCCCCC(=O)N[*])cc2C1=O,True,True,False
313,[*]=Cc1cc(NC(C)=O)c(C(CCCC)c2ccc(S([*])(=O)=O)cc2)cc1,True,True,False
314,[*]CC(O)COC(=O)CCC(=O)Nc1ccc(C(=S)N([*])C)cc1,True,True,False
315,[*]/C=C/CCCCCOc1ccc([*])c(OC(=O)[SH](C)(C)C(C)C)c1,True,True,False
316,[*]NC=CCCCCS(=O)(=O)c1ccc(OC(=O)C([*])=Cc2ccc(C#N)cc2)c(C(=O)OC)c1,True,True,False
317,[*]CC([*])c1cc(C(O)COc2c(C)cc([N+](=O)[O-])cc2)cc(C(C)(C)O[Si](C)(C)OC)c1,True,True,False
318,[*]C=CCNC(=S)c1ccc(C(=O)NCC(C)NC(=O)C(=[*])C)c(C)c1,True,True,False
319,[*]CNC(=O)c1ccc(Oc2ccc(C(=O)CCCC(C)(C)c3ccc(/N=N/c4cccc(NC([*])=O)c4)cc3)cc2)cc1,True,True,False
320,[*]CC=C/C(C#N)=C/c1ccc(OCCCCCCCCOC(=O)C2CCCC(=CC(=O)O[*])C2)cc1,True,True,False
321,[*]NC([*])C(=O)OCc1ccc(C(Cl)(Oc2ccc(C)cc2)C(F)(F)F)cc1,True,True,False
322,[*]CC([*])OCCCCCCC(=O)Nc1ccc(S(=O)(=O)c2ccc(OCC(C)CC)cc2)cc1,True,True,False
323,[*]Nc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(OCCCCCCC([*])=O)cc2)C3(C)C)cc1,True,True,False
324,[*]CC(C#N)(c1ccccc1)c1ccc(C(=O)OCC(C(=O)OC)c2ccc(C([*])=O)cc2)cc1,True,True,False
325,[*]CCC([*])(C)C(=O)OCCCCCCCCSCC(=O)OCCN1CCCC(Cl)CC1,True,True,False
326,[*]N=CCCCCCCNS(=O)(=O)Oc1ccc(OCCOC(=O)c2cc(F)c(NC(=O)OCCO[*])cc2)cc1C,True,True,False
327,[*]CCN(CCCCCCCC)C(=O)NCC1CC(=O)N([*])CCCC1=CCC,True,True,False
328,[*]COCCCCCCOC(=O)C(=O)Nc1ccc(CS(=O)(=O)CCCCCCCCC(=O)O[*])cc1,True,True,False
329,[*]OCCCCCCNC(=O)c1ccc(-c2ccc(C(=[*])OCC(C)(C)C)cc2)cc1,True,True,False
330,[*]C=C[Si](CCCCCCCc1ccccc1)(c1ccc(C(=S)N[*])cc1)c1ccccc1,True,True,False
331,[*]OCCCCCCN([*])c1ccc(CSCC(=O)Cl)cc1,True,True,False
332,[*]CCCN1C(=O)c2ccc(C([*])(F)C(=O)O)c(F)c2)cc1,False,True,False
333,[*]C=C([*])C(Oc1ccc(C(C)CCCC)cc1)C(C)C,True,True,False
334,[*]Oc1c(OC(F)(F)F)ccc(CCCO)c2ccc([*])cc2C)c1,False,True,False
335,[*]C=CCCCCOCCCCCCNC(=O)c1ccc(/C=C/c2ccc(C(=O)OCCN3C(=O)c4ccc([*])cc4)cc3)c(C2=O)cc1,False,True,False
336,[*]C=C[Si]([*])(C)c1ccc(/N=C/c2ccc(OCCCCCC)c(C)c2)cc1C,True,True,False
337,[*]CCCCCC(=O)Nc1cc([*])ccc1NC(=O)CC[N+](C)(C)C(=O)O,True,True,False
338,[*]Nc1ccc(OCCCCCCCCCCOc2ccc([*])cc2)cc1OC(=O)c1ccc2ccc(/C=N/CC(F)(F)F)cc2c1,True,True,False
339,[*]NCC([*])OC(=O)C(C)(C)CCCCCNC(=O)OC(=O)OC(C)=O,True,True,False
340,[*]Nc1ccc(C/C=C/C(=S)NCCCCCC)cc1CC([*])(C)C(=O)OCCCl,True,True,False
341,[*]Cc1cc(OCCCCCCCCOc2ccc(C=C)cc2)c([*])c1,False,True,False
342,[*]C(=O)c1ccc(OC(=O)[Se]c2ccc(C3CC(CN)CN3C([*])=O)cc3)cc2)cc1,False,True,False
343,[*]CCOCCCCCCCOC(=O)c1ccc(-c2ccc(O[*])cc2)cc1,True,True,False
344,[*]C(=O)CCCCCOC(=O)c1cc(/C=C(/[*])CCNC(=O)O[Na])ccc1,True,True,False
345,[*]c1ccc(O[Si]([*])(C)CCCCC(=O)Oc2ccc(N=C(C)CCC(C)(C)C)cc2)c(O)c1,True,True,False
346,[*]c1ccc([*])cc1Oc1ccc(Si(=O)(=O)c2ccc(OCCCCCCCCCC)cc2)cc1,False,True,False
347,[*]CCC(COc1ccc(C(=O)N(C)C#N)cc1)c1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)c([*])c1,True,True,False
348,[*]CC(=O)c1ccc(C(=O)Oc2ccc(-c3ccc(O[Si]([*])(C)C)cc3)cc2)cc1,True,True,False
349,[*]C=Cc1ccc(C)c(Cc2ccc([Se]c3cc(C(=O)Nc4ccc([*])cc4C)cc3)c(-c3ccccc3)c2)c1,False,True,False
350,[*]Oc1ccc(-c2ccc(CCCCCCCCC)cc2S([*])(=O)=O)cc1O,True,True,False
351,[*]CCOCCOCC(=O)Nc1ccc(C(=O)OCCCCCCS(=O)(=O)C(C)(C)C)cc1,True,True,False
352,[*]COc1ccc(C(=O)N(C)c2ccc(NC(=O)c3ccc(O[*])cc3)cc2)cc1C,True,True,False
353,[*]CCCCCOc1ccc(C=CCCCC(=O)Oc2ccc(-c3ccc(OC(=O)c4ccc([*])cc4)cc3)cc2)cc1,True,True,False
354,[*]CSCc1cc(NC(=O)OCCCCCCCC)c(C(=O)OCCOC)c([*])c1-c1ccccc1,True,True,False
355,[*]CCCCCOC(=O)CSCCCCC(=O)Nc1ccc(C)c(N(C)C(=O)O[*])c1,True,True,False
356,[*]CC1CCC(OCCOc2ccc(CCCCCCOCC(CC)CC)cc2)C([*])C1=O,True,True,False
357,[*]CC([*])C(F)(F)C(F)(F)C(F)(F)c1cc(OC(F)(F)F)ccc1,True,True,False
358,[*]CC([*])(C)COc1ccc(C(=O)N(C)CCC(F)(F)C(F)(F)F)cc1,True,True,False
359,[*]CCN(CCCCOc1ccc(/N=N/c2ccc(OC(=O)CCCCCNC([*])=O)cc2)cc1)Oc1ccc(C)cc1-c1ccc(C)cc1,True,True,False
360,[*]Cc1cc(OCCCCCCC)c(C=O)cc1C(CO)C([*])=O,True,True,False
361,[*]N=C1CCCC[Si](C)(C)O[Si](=O)(C([*])C)c2ccc(N(C)C#N)cc2)cc1,False,True,False
362,[*]COc1ccc(CN(CCC)c2ccc([*])cc2)cc1CSC,True,True,False
363,[*]Nc1cc(OCC)cc(O[Si](=O)(Oc2ccc(N2C(=O)c4ccc([*])cc4)[SH](C)(C)C3=O)cc2)c1,False,True,False
364,[*]NC(=O)CCCCC(=O)N/C=C/C(=[*])Nc1ccccc1,True,True,False
365,[*]C=Cc1ccc(CCN2C(=O)c3ccccc3C2=O)c(O[*])c1,True,True,False
366,[*]Cc1cc(C(=O)Nc2ccc([Si]([*])(C)CCCC)cc2)c(O)c1,False,True,False
367,[*]CCN(C)C(=O)CCCCCCCOC(=O)c1ccc(/C=C/c2ccc(C(=O)O[*])cc2S(=O)(=O)OCCCC)cc1,True,True,False
368,[*]Oc1ccc(N(CC)c2ccc(NC(=O)c3ccc(C(=O)N(C)c4ccc([*])cc4)cc3)cc2)c(C(C)=S)c1,True,True,False
369,[*]CC[Si](C)(C)c1ccc(C(=O)NCC([*])=O)cc1O[Na],True,True,False
370,[*]CC([*])=CC(C(=O)OCCCCCCCCCC)COc1ccc(C(=O)NNC(=O)c2ccc(C(=O)O[Na])cc2)cc1,True,True,False
371,[*]CC([*])(C)C(=O)OCCCCCCC(=O)Nc1ccc(S(=O)(=O)c2ccc(OC(=O)C(C)C)cc2)cc1,True,True,False
372,[*]CC1CCCC(CN([*])C(=O)C(CCCCCC)CC(F)(F)F)O1,True,True,False
373,[*]CC(C)C(=O)OCCCCNC(=O)c1ccc2c(c1)C(=O)N(C3([*])OCC(C)=O)C3=O,False,True,False
374,[*]/C=C(/[*])c1cc(C(=O)OCCCCCCOc2ccc(Cl)cc2)ccc1C(C)=O,True,True,False
375,[*]OCC1CCC(NC(=O)Oc2ccc(S(=O)(=O)c3ccc(N4CC(=O)c5ccc([*])cc5C4=O)cc3)cc2)CCC2CC1,False,True,False
376,[*]CC(O)CCC(=O)Oc1ccc(N2CC3C([*])C2)cc1,False,True,False
377,[*]CC(CC)CCOc1ccc(CCCCCC(=O)OCC)cc1-c1ccc(O[*])cc1,True,True,False
378,[*]c1ccc(OP(=O)(OC)c2ccc(C(C)(C)c3ccc([*])cc3)cc2)c(F)c1,True,True,False
379,[*]CC/C=C(/[*])CCCCCN1CCC(=O)S1,True,True,False
380,[*]CNC(=O)C(CCCCCOc1ccc2c(c1)N2CCN([*])C2=O)OCCOCCO[Na],False,True,False
381,[*]CC[Si]([*])(C)CCCCOc1ccc2cc(C(=O)N(CCNC(F)(F)F)C(F)(F)F)ccc2c1=O,False,True,False
382,[*]CC(=O)Nc1ccc(/C(C)=C(\c2ccc(C(=O)O)cc2)C2(C(=O)Cl)C(C)(C(=O)N[*])CC2)cc1,True,True,False
383,[*]C(=O)CCCCCC(=O)Oc1ccc(OC(=O)CC[Si](C)(C)c2ccc(Sc3ccc(N([*])C)cc3C)cc2)cc1,True,True,False
